# 总表ID,物品名称,说明,物品等级,稀有度,图标ID,离开副本是否保留,材质,RANK,物品主类,物品中类,物品子类,绑定类型,拥有上限,携带上限,堆叠上限,农场精算点数,可否摧毁,购买价格,出售价格,是否商城道具,可否分解,物品过期时间,物品过期Tag,模型资源(男),模型资源(女),角色等级需求,种族需求,星级职业需求,星级等级需求,需求技能1ID,需求技能1等级MIN,需求技能1等级MAX,需求技能2ID,需求技能2等级MIN,需求技能2等级MAX,猎团等级需求,宠物等级需求,性别需求,可否升级Rank,Rank升级规则,可否升级等级,等级升级规则,可否升级,可否强化,可强化等级,可突破等级,突破所需强化等级,近远程类型,武器长度,初始孔数,最大孔数,攻击力,防御力,会心等级,最大斩味值,红色斩味数值,橙色斩味数值,黄色斩味数值,绿色斩味数值,蓝色斩味数值,白色斩味数值,紫色斩味数值,铜色斩味数值,银色斩味数值,金色斩味数值,耐久度,附加生命,水属性攻击力,火属性攻击力,雷属性攻击力,龙属性攻击力,冰属性攻击力,毒附加,眠附加,麻附加,爆破附加,水抗性,火抗性,雷抗性,龙抗性,冰抗性,力量,爆发,运气,体力,附加属性基因1ID,附加属性基因2ID,附加属性基因3ID,附加属性基因4ID,附加属性基因5ID,附加属性基因6ID,装备被动技1ID,值1,装备被动技2ID,值2,装备被动技3ID,值3,装备被动技4ID,值4,装备被动技5ID,值5,装备被动技6ID,值6,可否被偷窃,随机被动技大组,装填速度,晃动偏移,反动大小,射速,可用配件1,可用配件2,可用配件3,配件3参数,可用配件4,可用子弹1,子弹1装填数量,子弹1发射类型,子弹1后坐力,可用子弹2,子弹2装填数量,子弹2发射类型,子弹2后坐力,可用子弹3,子弹3装填数量,子弹3发射类型,子弹3后坐力,可用子弹4,子弹4装填数量,子弹4发射类型,子弹4后坐力,可用子弹5,子弹5装填数量,子弹5发射类型,子弹5后坐力,可用子弹6,子弹6装填数量,子弹6发射类型,子弹6后坐力,可用子弹7,子弹7装填数量,子弹7发射类型,子弹7后坐力,可用子弹8,子弹8装填数量,子弹8发射类型,子弹8后坐力,可用子弹9,子弹9装填数量,子弹9发射类型,子弹9后坐力,可用子弹10,子弹10装填数量,子弹10发射类型,子弹10后坐力,可用子弹11,子弹11装填数量,子弹11发射类型,子弹11后坐力,可用子弹12,子弹12装填数量,子弹12发射类型,子弹12后坐力,可用子弹13,子弹13装填数量,子弹13发射类型,子弹13后坐力,可用子弹14,子弹14装填数量,子弹14发射类型,子弹14后坐力,可用子弹15,子弹15装填数量,子弹15发射类型,子弹15后坐力,觉醒索引编号,觉醒等级1,觉醒等级2,觉醒等级3,突破特效1,突破特效2,突破特效3,强化规则,强化特效1,强化特效2,强化特效3,排序参数,染色规则,商城索引ID,是否投放,高跟鞋,套装ID,是否被幻化,是否幻化,幻化消耗,淬炼规则,淬炼等级上限,是否允许退火,升级消耗规则,等级提升上限,粘合剂id,粘合剂数量,是否为残兵,解绑道具,解绑道具数量,护石熔炼规则,直升规则集,攻击力成长,防御力成长,附加生命成长,水属性攻击力成长,火属性攻击力成长,雷属性攻击力成长,龙属性攻击力成长,冰属性攻击力成长,水抗性成长,火抗性成长,雷抗性成长,龙抗性成长,冰抗性成长,力量成长,爆发成长,运气成长,体力成长,毒附加成长,眠附加成长,麻附加成长,爆破附加成长
114708,Bone Gun·IV,,1,12,ep_unem002_n,1,1,1,2,1,5,2,0,0,1,0,0,2000000,10000,0,0,0,,350708,350708,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,1,10,325,0,0,0,0,0,0,0,0,0,0,4000000,4000000,4000000,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,快,,,100,,,,,,通常弹1级,8,,中,通常弹2级,6,,小,猛毒弹,6,速射3发,中,散弹1级,6,速射3发,小,散弹2级,6,速射3发,小,散弹3级,6,,小,贯通弹1级,6,,小,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10123,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,4.56,,,,,,,,,,,,,,,,,,,,
51721,Hailuster,,1,2,ep_unem004_n,1,1,1,2,1,5,2,0,0,1,0,0,4000,20,0,0,0,,350707,350707,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,0,10,65,0,0,0,0,0,0,0,0,0,0,4000000,4000000,4000000,300,0,0,0,0,0,65,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,中,,,100,,,,,,通常弹1级,8,,中,通常弹2级,6,,小,冰结弹,4,速射2发,中,散弹1级,6,,小,散弹2级,6,,小,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10131,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.7,,,,,,,3.7,,,,,,,,,,,,,
112711,Hailuster·II,,1,4,ep_unem004_n,1,1,1,2,1,5,2,0,0,1,0,0,10000,50,0,0,0,,350707,350707,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,0,10,109,0,0,0,0,0,0,0,0,0,0,4000000,4000000,4000000,300,0,0,0,0,0,109,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,中,,,100,,,,,,通常弹1级,8,,中,通常弹2级,6,,小,冰结弹,6,速射2发,中,散弹1级,6,速射2发,小,散弹2级,6,,小,贯通弹1级,3,,中,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10131,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.79,,,,,,,3.79,,,,,,,,,,,,,
113711,Hailuster·III,,1,8,ep_unem004_n,1,1,1,2,1,5,2,0,0,1,0,0,550000,2750,0,0,0,,350707,350707,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,0,10,185,0,0,0,0,0,0,0,0,0,0,4000000,4000000,4000000,300,0,0,0,0,0,185,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,中,,,100,,,,,,通常弹1级,8,,中,通常弹2级,6,,小,冰结弹,8,速射2发,小,散弹1级,6,速射2发,小,散弹2级,6,速射2发,小,散弹3级,6,,小,贯通弹1级,3,速射2发,中,贯通弹2级,3,,中,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10131,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.79,,,,,,,3.79,,,,,,,,,,,,,
114711,Hailuster·IV,,1,12,ep_unem004_n,1,1,1,2,1,5,2,0,0,1,0,0,2000000,10000,0,0,0,,350707,350707,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,0,10,300,0,0,0,0,0,0,0,0,0,0,4000000,4000000,4000000,300,0,0,0,0,0,300,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,中,,,100,,,,,,通常弹1级,8,,中,通常弹2级,6,,小,冰结弹,8,速射3发,小,散弹1级,6,速射3发,小,散弹2级,6,速射3发,小,散弹3级,6,,小,贯通弹1级,3,速射3发,中,贯通弹2级,3,,中,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10131,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,4.21,,,,,,,4.21,,,,,,,,,,,,,
51722,重炮左轮天S10,荣誉的象征，唯有在天地争锋狩猎季表现突出的胜者组猎人才能获得的弩炮。以左轮为原型，特别加长的弩炮枪管，可以令其展现出重炮一般的威力。,120,4,ep_pvp002_u09_n,1,1,1,2,1,5,2,0,0,1,0,0,600000,6000,0,420524,0,,350705,350705,120,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,1,10,725,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,725,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,慢,,,100,,,,,,通常弹1级,10,,小,通常弹2级,8,,小,通常弹3级,8,蓄力,小,散弹1级,6,,小,散弹2级,6,蓄力,小,散弹3级,6,蓄力,中,贯通弹2级,6,,小,贯通弹3级,6,,小,彻甲榴弹1级,3,,小,冰结弹,6,,小,,,,,,,,,,,,,,,,,,,,,11,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,1266,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
51723,重炮左轮极S10,荣誉的象征，唯有在天地争锋狩猎季表现突出的胜者组猎人才能获得的弩炮。以左轮为原型，特别加长的弩炮枪管，可以令其展现出重炮一般的威力。,120,4,ep_pvp002_u09_n,1,1,1,2,1,5,2,0,0,1,0,0,600000,6000,0,421924,0,,350705,350705,120,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,0,10,725,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,725,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,慢,,,100,,,,,,通常弹1级,10,,小,通常弹2级,8,,小,通常弹3级,8,蓄力,小,散弹1级,6,,小,散弹2级,6,蓄力,小,散弹3级,6,蓄力,中,贯通弹2级,6,,小,贯通弹3级,6,,小,彻甲榴弹1级,3,,小,冰结弹,6,,小,,,,,,,,,,,,,,,,,,,,,11,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,1266,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
51711,迅影弩,"用迅龙素材制作的弩,枪身的造型仿佛夜鹰寻觅猎物。",1,5,ep_em092_08,1,1,1,2,1,5,2,0,0,1,0,0,150000,750,0,0,0,,350698,350698,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,1,10,134,0,0,0,0,0,0,0,0,0,0,4000000,4000000,4000000,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,慢,,,100,,,,,,通常弹1级,6,速射3发,小,散弹1级,4,速射3发,小,散弹2级,4,,小,散弹3级,3,,中,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10199,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.96,,,,,,,,,,,,,,,,,,,,
113701,迅影弩改,"用迅龙素材制作的弩,枪身的造型仿佛夜鹰寻觅猎物。",1,9,ep_em092_08,1,1,1,2,1,5,2,0,0,1,0,0,800000,4000,0,0,0,,350698,350698,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,1,10,215,0,0,0,0,0,0,0,0,0,0,4000000,4000000,4000000,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,慢,,,100,,,,,,通常弹1级,6,速射3发,小,散弹1级,4,速射3发,小,散弹2级,4,,小,散弹3级,3,,中,贯通弹1级,3,速射3发,中,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10199,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,4,,,,,,,,,,,,,,,,,,,,
114701,夜行【枭】,"用迅龙素材制作的弩,枪身的造型仿佛夜鹰寻觅猎物。",1,13,ep_em092_08,1,1,1,2,1,5,2,0,0,1,0,0,2500000,12500,0,0,0,,350698,350698,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,2,10,295,0,0,0,0,0,0,0,0,0,0,4000000,4000000,4000000,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,慢,,,100,,,,,,通常弹1级,6,速射3发,小,散弹1级,4,速射3发,小,散弹2级,4,,小,散弹3级,3,,中,贯通弹1级,4,速射3发,中,贯通弹2级,3,,小,贯通弹3级,3,,小,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10199,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.75,,,,,,,,,,,,,,,,,,,,
431820,苍颜弩炮+蓄能枪管·炎华,7天时装武器<BR>极限猎人挑战活动奖励,1,4,ep_sp011_n,1,1,1,2,5,5,2,0,0,1,0,0,99999,1,1,0,604800,,350706,350706,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431821,苍颜弩炮+蓄能枪管·炎华,30天时装武器<BR>极限猎人挑战活动奖励,1,4,ep_sp011_n,1,1,1,2,5,5,2,0,0,1,0,0,99999,1,1,0,2592000,,350706,350706,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431822,苍颜弩炮+蓄能枪管·炎华,365天时装武器<BR>极限猎人挑战活动奖励,1,4,ep_sp011_n,1,1,1,2,5,5,2,0,0,1,0,0,99999,1,1,0,31536000,,350706,350706,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431823,苍颜弩炮+蓄能枪管·炎华,无时限时装武器<BR>极限猎人挑战活动奖励,1,4,ep_sp011_n,1,1,1,2,5,5,2,0,0,1,0,0,99999,1,1,401023,0,,350706,350706,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51724,重炮左轮天S11,荣誉的象征，唯有在天地争锋狩猎季表现突出的胜者组猎人才能获得的弩炮。以左轮为原型，特别加长的弩炮枪管，可以令其展现出重炮一般的威力。,120,4,ep_pvp002_u10_n,1,1,1,2,1,5,2,0,0,1,0,0,600000,6000,0,420524,0,,350730,350730,120,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,1,10,740,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,740,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,慢,,,100,,,,,,通常弹1级,10,,小,通常弹2级,8,,小,通常弹3级,8,蓄力,小,散弹1级,6,,小,散弹2级,6,蓄力,小,散弹3级,6,蓄力,中,贯通弹2级,6,,小,贯通弹3级,6,,小,彻甲榴弹1级,3,,小,冰结弹,6,,小,,,,,,,,,,,,,,,,,,,,,11,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,1266,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
51725,重炮左轮极S11,荣誉的象征，唯有在天地争锋狩猎季表现突出的胜者组猎人才能获得的弩炮。以左轮为原型，特别加长的弩炮枪管，可以令其展现出重炮一般的威力。,120,4,ep_pvp002_u10_n,1,1,1,2,1,5,2,0,0,1,0,0,600000,6000,0,421924,0,,350730,350730,120,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,0,10,740,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,740,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,慢,,,100,,,,,,通常弹1级,10,,小,通常弹2级,8,,小,通常弹3级,8,蓄力,小,散弹1级,6,,小,散弹2级,6,蓄力,小,散弹3级,6,蓄力,中,贯通弹2级,6,,小,贯通弹3级,6,,小,彻甲榴弹1级,3,,小,冰结弹,6,,小,,,,,,,,,,,,,,,,,,,,,11,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,1266,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
51726,银胧,"闪耀着龙王光辉的弩,只要有太阳的地方猎物就难以逃脱。",1,7,ep_em025_u02_08,1,1,1,2,1,5,2,0,0,1,0,0,320000,1600,0,0,0,,350732,350732,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,1,10,171,0,0,0,0,0,0,0,0,0,0,4000000,4000000,4000000,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,快,,,100,,,,,,通常弹1级,4,,大,通常弹3级,6,蓄力,小,猛毒弹,6,,小,散弹1级,4,蓄力,小,贯通弹1级,4,,大,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10200,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.92,,,,,,,,,,,,,,,,,,,,
113712,银燎,"闪耀着龙王光辉的弩,只要有太阳的地方猎物就难以逃脱。",1,11,ep_em025_u02_08,1,1,1,2,1,5,2,0,0,1,0,0,1600000,8000,0,0,0,,350732,350732,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,1,10,251,0,0,0,0,0,0,0,0,0,0,4000000,4000000,4000000,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,快,,,100,,,,,,通常弹1级,4,,大,通常弹3级,6,蓄力,小,猛毒弹,6,,小,贯通弹1级,4,蓄力,大,贯通弹2级,3,,中,散弹1级,4,,小,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10200,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.93,,,,,,,,,,,,,,,,,,,,
114712,银耀,"闪耀着龙王光辉的弩,只要有太阳的地方猎物就难以逃脱。",1,15,ep_em025_u02_08,1,1,1,2,1,5,2,0,0,1,0,0,4000000,20000,0,0,0,,350732,350732,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,2,10,427,0,0,0,0,0,0,0,0,0,0,4000000,4000000,4000000,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,快,,,100,,,,,,通常弹1级,4,,大,通常弹3级,6,蓄力,小,猛毒弹,6,,小,贯通弹1级,4,蓄力,大,贯通弹2级,3,,小,散弹1级,4,,小,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10200,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,4.55,,,,,,,,,,,,,,,,,,,,
51727,黑角弩,制作方法失传的弩炮，在工匠的数千次尝试后终于制作出类似的完成品。,1,7,ep_Em030_u01_08,1,1,1,2,1,5,2,0,0,1,0,0,320000,1600,0,0,0,,350738,350738,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,0,10,218,0,-20,0,0,0,0,0,0,0,0,4000000,4000000,4000000,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,中,,,100,,,,,,通常弹1级,10,,中,通常弹2级,10,蓄力,中,通常弹3级,6,,中,散弹1级,8,,中,散弹2级,8,,中,贯通弹1级,8,,中,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10201,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,4.98,,,,,,,,,,,,,,,,,,,,
113713,Tremble Gun,制作方法失传的弩炮，在工匠的数千次尝试后终于制作出类似的完成品。,1,11,ep_Em030_u01_08,1,1,1,2,1,5,2,0,0,1,0,0,1600000,8000,0,0,0,,350738,350738,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,0,10,280,0,-20,0,0,0,0,0,0,0,0,4000000,4000000,4000000,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,中,,,100,,,,,,通常弹1级,10,,中,通常弹2级,10,蓄力,中,通常弹3级,8,蓄力,中,散弹1级,8,,中,散弹2级,8,,中,贯通弹1级,8,蓄力,中,贯通弹2级,8,,中,彻甲榴弹1级,5,,大,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10201,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,4.39,,,,,,,,,,,,,,,,,,,,
114713,Shudder Gun,制作方法失传的弩炮，在工匠的数千次尝试后终于制作出类似的完成品。,1,15,ep_Em030_u01_08,1,1,1,2,1,5,2,0,0,1,0,0,4000000,20000,0,0,0,,350738,350738,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,1,10,421,0,-20,0,0,0,0,0,0,0,0,4000000,4000000,4000000,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,中,,,100,,,,,,通常弹1级,10,,小,通常弹2级,10,蓄力,小,通常弹3级,8,蓄力,小,散弹1级,8,,小,散弹2级,8,,小,贯通弹1级,8,蓄力,中,贯通弹2级,8,,中,贯通弹3级,8,,中,彻甲榴弹1级,6,,大,彻甲榴弹2级,5,,大,,,,,,,,,,,,,,,,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10201,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,4.49,,,,,,,,,,,,,,,,,,,,
51728,重炮左轮天S12,荣誉的象征，唯有在天地争锋狩猎季表现突出的胜者组猎人才能获得的弩炮。以左轮为原型，特别加长的弩炮枪管，可以令其展现出重炮一般的威力。,120,4,ep_pvp002_u11_n,1,1,1,2,1,5,2,0,0,1,0,0,600000,6000,0,420524,0,,350746,350746,120,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,1,10,755,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,755,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,慢,,,100,,,,,,通常弹1级,10,,小,通常弹2级,8,,小,通常弹3级,8,蓄力,小,散弹1级,6,,小,散弹2级,6,蓄力,小,散弹3级,6,蓄力,中,贯通弹2级,6,,小,贯通弹3级,6,,小,彻甲榴弹1级,3,,小,冰结弹,6,,小,,,,,,,,,,,,,,,,,,,,,11,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,1266,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
